ECP,RC,MIN,MAX,MEAN,START,END,DURATION,CV,A1,A2,A3,A4,FP,FP_LG,FP_KNN,FP_SVM,VERDICT
3005FB63AC1F3681EC8811B575,5,-59.0,-55.5,-57.1,1581429875366950,1581429876288078,921128,-0.022427755647750784,0,5,0,0,0,0,0,0,0
2005FB63AC1F3681AB1004E367,11,-62.5,-50.5,-58.04545454545455,1581427756188454,1581427758182094,1993640,-0.07173677362943641,8,0,3,0,0,0,0,0,0
2005FB63EAC13681E4EC0F4C29,8,-58.0,-51.5,-54.5,1581419787582793,1581419789342056,1759263,-0.043031337246086515,8,0,0,0,0,0,0,0,0
2005FB63AC1F3681AB10052A29,5,-59.5,-56.5,-58.2,1581419788293214,1581419789124061,830847,-0.01850572098671651,0,4,1,0,0,0,0,0,0
E2806890000000001834329F6869,2,-63.0,-62.5,-62.75,1581427723548917,1581427723674634,125717,-0.00398406374501992,0,0,2,0,0,0,0,0,0
3005FB63AC1F3681EC8805AA77,3,-61.0,-60.0,-60.5,1581426776662914,1581426777091142,428228,-0.006747905627501868,0,3,0,0,0,0,0,0,0
7336CEF1C1FE3682DEA1004672,2,-61.5,-60.0,-60.75,1581427389086849,1581427389191655,104806,-0.012345679012345678,2,0,0,0,0,0,0,0,0
2005FB63EAC13681E5C6027B21,2,-60.5,-58.5,-59.5,1581420974237338,1581420974399960,162622,-0.01680672268907563,2,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC8813AD27,4,-63.5,-56.0,-58.75,1581419573977520,1581419574280537,303017,-0.04833113485787467,0,2,2,0,0,0,0,0,0
3005FB63AC1F3681EC88131630,6,-60.0,-53.5,-56.83333333333334,1581414771494804,1581414772487691,992887,-0.038904689622937236,6,0,0,0,0,0,0,0,0
90134BC1F1CE3781AEA1000127,2,-55.0,-54.0,-54.5,1581419574124249,1581419574309714,185465,-0.009174311926605505,0,0,2,0,0,0,0,0,0
3005FB63AC1F3681EC8813AD70,5,-62.5,-54.0,-60.1,1581427430909504,1581427432884725,1975221,-0.05245884449395822,1,0,4,0,0,0,0,0,0
1007CEA7AC1F3681EC88046830,6,-60.0,-53.0,-57.16666666666666,1581414771477602,1581414772506775,1029173,-0.044502441756483234,6,0,0,0,0,0,0,0,0
E28068900000000018343B1167,2,-64.5,-62.5,-63.5,1581427757499834,1581427757707121,207287,-0.015748031496062992,0,0,2,0,0,0,0,0,0
3005FB63AC1F3681EC8814BC35,2,-58.0,-57.0,-57.5,1581414354838521,1581414354897387,58866,-0.008695652173913044,2,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC88141F35,4,-59.0,-58.0,-58.375,1581414354170530,1581414354894714,724184,-0.007101980279133619,4,0,0,0,0,0,0,0,0
2005FB63EAC13681E5C6029326,4,-60.5,-58.0,-58.875,1581420118348626,1581420118955527,606901,-0.017378668305461677,4,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC8812DB21,10,-61.0,-48.0,-54.85,1581420972256745,1581420975030350,2773605,-0.08404819295795445,8,0,2,0,0,0,0,0,0
3005FB63AC1F3681EC8813176869,2,-58.0,-56.5,-57.25,1581427723870672,1581427723990516,119844,-0.013100436681222708,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC88149072,2,-62.0,-61.5,-61.75,1581427390979491,1581427391003367,23876,-0.004048582995951417,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC8812DB3,7,-61.5,-59.5,-60.64285714285714,1581422456729911,1581422461004917,4275006,-0.009568949828782052,7,0,0,0,1,1,0,1,1
2005FB63CE453265E5C6147332,1,-58.0,-58.0,-58.0,1581414923053015,1581414923053015,0,-0.0,1,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC8813AE73,2,-64.0,-64.0,-64.0,1581426582832783,1581426582902522,69739,-0.0,2,0,0,0,0,0,0,0,0
7336CEF1C1FE3682DEA1005C35,4,-59.0,-53.0,-56.25,1581414354337366,1581414355059312,721946,-0.04929127336181963,0,4,0,0,0,0,0,0,0
90134BC1F1CE3781AEA1001535,2,-59.5,-59.5,-59.5,1581414354362796,1581414354430799,68003,-0.0,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC88116673,2,-61.5,-56.5,-59.0,1581426582224521,1581426583536644,1312123,-0.0423728813559322,1,0,1,0,0,0,0,0,0
90134BC1F1CE3781AEA1001173,1,-58.0,-58.0,-58.0,1581426581788172,1581426581788172,0,-0.0,1,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC8805A932,6,-60.0,-50.0,-54.41666666666666,1581414921972310,1581414923525669,1553359,-0.05472455860706168,6,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC8813AD76,2,-61.5,-59.5,-60.5,1581429726534787,1581429726569396,34609,-0.016528925619834708,2,0,0,0,0,0,0,0,0
2005FB63AC1F3681AB1005CE70,4,-59.0,-55.5,-57.375,1581427432194142,1581427433033359,839217,-0.024935780266360782,4,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC8814B733,2,-56.0,-55.0,-55.5,1581414580492162,1581414580594196,102034,-0.009009009009009007,2,0,0,0,0,0,0,0,0
2005FB63EAC13681E4EC0F5077,3,-58.0,-54.5,-55.66666666666666,1581426775176380,1581426775453247,276867,-0.02963920639704092,3,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC88131728,6,-60.0,-58.0,-59.0,1581419884558369,1581419885229461,671092,-0.011984860698077077,0,6,0,0,0,0,0,0,0
3005FB63AC1F3681EC88145832,2,-56.0,-53.5,-54.75,1581414922423229,1581414922544906,121677,-0.0228310502283105,2,0,0,0,0,0,0,0,0
2005FB63EAC13681E5C602A16869,2,-51.5,-51.5,-51.5,1581427723872807,1581427724047830,175023,-0.0,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC88131675,2,-63.5,-63.0,-63.25,1581429875848128,1581429875920017,71889,-0.003952569169960474,0,2,0,0,0,0,0,0,0
2005FB63EAC13681E4EC0FD226,2,-60.5,-59.5,-60.0,1581420119509140,1581420119553368,44228,-0.008333333333333333,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC88131775,8,-59.0,-53.0,-56.6875,1581429874950796,1581429876265283,1314487,-0.03766414741463886,0,8,0,0,0,0,0,0,0
3005FB63AC1F3681EC8805A929,8,-56.5,-54.0,-54.9375,1581419787740013,1581419788562019,822006,-0.017290880720785738,0,4,4,0,0,0,0,0,0
90134BC1F1CE3781AEA1000B27,2,-57.0,-56.5,-56.75,1581419574101938,1581419574270041,168103,-0.004405286343612335,0,0,2,0,0,0,0,0,0
2005FB63EAC13681E4EC0FD223,2,-60.5,-60.0,-60.25,1581420885922278,1581420885954045,31767,-0.004149377593360996,0,2,0,0,0,0,0,0,0
2005FB63EAC13681E5C6027B68,1,-58.0,-58.0,-58.0,1581427698946295,1581427698946295,0,-0.0,0,1,0,0,0,0,0,0,0
3005FB63AC1F3681EC88149C32,4,-57.0,-51.5,-53.125,1581414922410378,1581414923102402,692024,-0.042808012702730006,4,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC8814B625,2,-54.5,-54.0,-54.25,1581420218274911,1581420218341069,66158,-0.004608294930875576,2,0,0,0,0,0,0,0,0
2005FB63EAC13681E5C6028D32,2,-56.0,-48.5,-52.25,1581414922948920,1581414923166304,217384,-0.07177033492822966,2,0,0,0,0,0,0,0,0
E2806890000000001834498A26,5,-65.5,-62.0,-64.1,1581420118333125,1581420119458565,1125440,-0.019359865282357037,2,3,0,0,0,0,0,0,0
3005FB63AC1F3681EC88149C6869,12,-64.0,-50.5,-56.83333333333334,1581427722997367,1581427724802569,1805202,-0.07230984167705544,0,6,6,0,0,0,0,0,0
3005FB63AC1F3681EC8813AD72,4,-55.0,-52.5,-53.5,1581427388539146,1581427389113907,574761,-0.017484380312027762,4,0,0,0,0,0,0,0,0
E28068900000000018343FE267,1,-61.5,-61.5,-61.5,1581427757490749,1581427757490749,0,-0.0,0,0,1,0,0,0,0,0,0
E2806890000000001834363267,2,-62.0,-61.0,-61.5,1581427757488328,1581427757699478,211150,-0.008130081300813009,0,0,2,0,0,0,0,0,0
3005FB63AC1F3681EC8814C176,12,-59.5,-51.0,-55.58333333333334,1581429725916185,1581429727126780,1210595,-0.03918181213005091,0,6,6,0,0,0,0,0,0
90134BC1F1CE3781AEA100196869,1,-57.5,-57.5,-57.5,1581427723545606,1581427723545606,0,-0.0,0,0,1,0,0,0,0,0,0
E2806890000000001834376035,5,-63.5,-62.0,-62.8,1581414354359321,1581414355450051,1090730,-0.008119457824192334,0,5,0,0,0,0,0,0,0
3005FB63AC1F3681EC8814C168,2,-56.5,-55.5,-56.0,1581427698906582,1581427699015487,108905,-0.008928571428571428,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC8814C175,8,-58.0,-53.5,-55.6875,1581429875059632,1581429876270599,1210967,-0.031724565712912614,0,6,2,0,0,0,0,0,0
2005FB63EAC13681E5C6027B67,1,-60.0,-60.0,-60.0,1581427757622498,1581427757622498,0,-0.0,0,0,1,0,0,0,0,0,0
3005FB63AC1F3681EC8813786869,2,-56.5,-52.5,-54.5,1581427723898244,1581427724065744,167500,-0.03669724770642202,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC88145A68,4,-50.0,-47.0,-48.875,1581427698464837,1581427698976896,512059,-0.02330034163464015,0,4,0,0,0,0,0,0,0
2005FB63AC1F3681AB1005CE74,9,-65.0,-57.5,-61.055555555555564,1581426442937040,1581426444705138,1768098,-0.040570512847330216,0,7,2,0,0,0,0,0,0
3005FB63AC1F3681EC8814B630,4,-54.0,-47.0,-50.25,1581414771855218,1581414772443991,588773,-0.05381419814125358,4,0,0,0,0,0,0,0,0
2005FB63EAC13681E5C6027B22,2,-63.5,-61.5,-62.5,1581420688072249,1581420688117367,45118,-0.016,2,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC8811B027,12,-60.5,-52.5,-56.875,1581419572012701,1581419574507593,2494892,-0.0497467725168204,10,0,2,0,0,0,0,0,0
3005FB63AC1F3681EC8814A473,7,-62.5,-54.5,-57.28571428571429,1581426582526539,1581426583876158,1349619,-0.04519842633514179,0,0,7,0,0,0,0,0,0
3005FB63AC1F3681EC88116668,1,-54.5,-54.5,-54.5,1581427698917650,1581427698917650,0,-0.0,0,1,0,0,0,0,0,0,0
3005FB63AC1F3681EC88155C32,7,-63.0,-45.5,-51.28571428571429,1581414921715666,1581414923139135,1423469,-0.10236531935940366,6,0,1,0,0,0,0,0,0
1532FB63AC1F3681EC8804686869,7,-60.0,-46.5,-52.214285714285715,1581427723008583,1581427724502081,1493498,-0.08298632496910041,0,6,1,0,0,0,0,0,0
1007CEA7AC1F3681EC88046874,10,-61.5,-53.0,-57.05,1581426442227620,1581426443994183,1766563,-0.06001426228140225,7,3,0,0,0,0,0,0,0
7336CEF1C1FE3682DEA1005C67,1,-57.5,-57.5,-57.5,1581427757404342,1581427757404342,0,-0.0,0,1,0,0,0,0,0,0,0
2005FB63EAC13681E4EC0F5070,5,-62.5,-58.5,-60.7,1581427432556212,1581427434028015,1471803,-0.02686903860016489,0,4,1,0,0,0,0,0,0
2005FB63AC1F3681AB1004E373,10,-60.5,-53.5,-56.4,1581426581988242,1581426583929006,1940764,-0.043212970237425326,0,0,10,0,0,0,0,0,0
7336CEF1C1FE3682DEA1005C33,4,-57.5,-56.5,-57.125,1581414580770533,1581414581311679,541146,-0.007257384661609191,0,0,4,0,0,0,0,0,0
3005FB63AC1F3681EC8805AA25,3,-58.0,-54.5,-56.0,1581420217820796,1581420219157190,1336394,-0.026285002578356687,2,0,1,0,0,0,0,0,0
E280689000000000183444A670,3,-65.5,-63.5,-64.66666666666667,1581427432213108,1581427432944516,731408,-0.013141802870084495,3,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC88145130,3,-54.0,-50.0,-52.0,1581414772421872,1581414772990438,568566,-0.03140371465106639,3,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC8815B935,8,-56.5,-51.5,-53.625,1581414354030445,1581414355730806,1700361,-0.03663457726224175,0,0,0,8,0,0,0,0,0
E2806890000000001834376067,2,-66.0,-63.0,-64.5,1581427757607200,1581427757748965,141765,-0.02325581395348837,0,0,2,0,0,0,0,0,0
1007CEA7AC1F3681EAC5106D25,4,-54.0,-45.0,-48.875,1581420217848224,1581420218371387,523163,-0.07101505563639295,4,0,0,0,0,0,0,0,0
E2806890000000001834531772,61,-62.5,-58.0,-59.778688524590166,1581427384803866,1581427393722855,8918989,-0.009759473275345808,61,0,0,0,1,1,1,1,1
3005FB63AC1F3681EC88145829,4,-56.5,-52.5,-54.375,1581419787596719,1581419788176479,579760,-0.03463567626050428,4,0,0,0,0,0,0,0,0
E28068900000000018345CD576,4,-71.5,-67.5,-69.375,1581429724764916,1581429725042245,277329,-0.024106465153621,0,0,4,0,1,0,0,0,0
3005FB63AC1F3681EC8814C177,9,-62.0,-52.5,-57.88888888888889,1581426776652256,1581426777768222,1115966,-0.05769342942491031,0,8,1,0,0,0,0,0,0
90134BC1F1CE3781AEA100106869,2,-56.0,-55.0,-55.5,1581427723350960,1581427723446361,95401,-0.009009009009009007,0,2,0,0,0,0,0,0,0
7336CEF1C1FE3682DEA1004B6869,2,-62.5,-61.5,-62.0,1581427723396474,1581427723482114,85640,-0.008064516129032258,0,2,0,0,0,0,0,0,0
7336CEF1C1FE3682DEA1005170,2,-59.5,-59.5,-59.5,1581427432168095,1581427432342627,174532,-0.0,2,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC88155C74,4,-56.5,-55.0,-55.875,1581426442628939,1581426443315234,686295,-0.011624502064220651,4,0,0,0,0,0,0,0,0
2005FB63AC1F3681AB10052A27,7,-60.0,-53.0,-56.57142857142857,1581419573263928,1581419574236281,972353,-0.0428921407865228,2,2,3,0,0,0,0,0,0
90144BC1F1CE3681EA88081133,6,-62.0,-56.5,-59.0,1581414580766283,1581414581795726,1029443,-0.032455156195130105,0,0,6,0,0,0,0,0,0
3005FB63AC1F3681EC88145A32,6,-58.0,-44.0,-49.58333333333334,1581414921982164,1581414923136559,1154395,-0.1063083334512166,6,0,0,0,0,0,0,0,0
2005FB63AC1F3681AB10052A68,4,-55.0,-54.0,-54.25,1581427698456067,1581427698990942,534875,-0.007981800956538604,0,4,0,0,0,0,0,0,0
E2806890000000001834362C34,1,-70.5,-70.5,-70.5,1581414107436138,1581414107436138,0,-0.0,0,0,0,1,0,0,0,0,0
7336CEF1C1FE3682DEA1004B74,3,-61.0,-60.0,-60.5,1581426441949129,1581426442296980,347851,-0.006747905627501868,3,0,0,0,0,0,0,0,0
7336CEF1C1FE3682DEA1004C6869,1,-57.0,-57.0,-57.0,1581427723559087,1581427723559087,0,-0.0,0,0,1,0,0,0,1,0,0
2005FB63EAC13681E4EC0F4B70,7,-63.0,-49.5,-58.214285714285715,1581427432926138,1581427434130908,1204770,-0.07065609839945015,2,3,2,0,0,0,0,0,0
2005FB63EAC13681E4EC0FEA68,2,-53.0,-52.0,-52.5,1581427698913063,1581427699006535,93472,-0.009523809523809523,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC88143C25,2,-60.0,-60.0,-60.0,1581420219163307,1581420219259582,96275,-0.0,0,0,2,0,0,0,0,0,0
E2806890000000001834316C32,1,-74.0,-74.0,-74.0,1581414922324416,1581414922324416,0,-0.0,0,0,0,1,0,0,0,0,0
3005FB63AC1F3681EC8814BC67,2,-62.5,-58.0,-60.25,1581427758462969,1581427758583388,120419,-0.03734439834024896,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC88141F25,7,-60.0,-55.5,-57.92857142857143,1581420216967673,1581420219065711,2098038,-0.030051929980157682,0,7,0,0,0,0,0,0,0
E2806890000000001834498925,2,-66.0,-64.0,-65.0,1581420219004518,1581420219111667,107149,-0.015384615384615384,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC88141F70,4,-55.5,-49.5,-53.25,1581427432217879,1581427433067906,850027,-0.042771988634480285,4,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC88077170,2,-51.0,-51.0,-51.0,1581427432182690,1581427432327352,144662,-0.0,2,0,0,0,0,0,0,0,0
90134BC1F1CE3781AEA1000170,2,-61.5,-58.5,-60.0,1581427432172197,1581427432385062,212865,-0.025,2,0,0,0,0,0,0,0,0
90134BC1F1CE3781AEA1001135,3,-64.5,-59.0,-61.0,1581414354543572,1581414355131853,588281,-0.04070946564412934,0,0,3,0,0,0,0,0,0
3005FB63AC1F3681EC8812AB6869,2,-53.5,-49.5,-51.5,1581427723621637,1581427724010679,389042,-0.03883495145631068,0,1,1,0,0,0,0,0,0
3005FB63AC1F3681EC8812DB29,9,-61.5,-56.5,-58.27777777777778,1581419786835265,1581419789005842,2170577,-0.027760190235578717,6,3,0,0,0,0,0,0,0
3005FB63AC1F3681EC88143C32,3,-53.0,-45.5,-49.0,1581414922431471,1581414922996797,565326,-0.06290218370376506,3,0,0,0,0,0,0,0,0
2005FB63AC1F3681AB10052A72,2,-55.0,-55.0,-55.0,1581427389000994,1581427389115265,114271,-0.0,2,0,0,0,0,0,0,0,0
E2806890000000001834499421,2,-61.5,-61.0,-61.25,1581420973569859,1581420973631012,61153,-0.004081632653061225,0,0,2,0,0,0,0,0,0
2005FB63AC1F3681AB10052A76,2,-57.0,-55.5,-56.25,1581429725735077,1581429725813460,78383,-0.013333333333333334,2,0,0,0,0,0,0,0,0
7336CEF1C1FE3682DEA1004F73,2,-57.5,-56.5,-57.0,1581426581733210,1581426581808221,75011,-0.008771929824561403,2,0,0,0,0,0,0,0,0
3005FB63AC1F3681EC8813166869,2,-58.0,-56.5,-57.25,1581427723966021,1581427724250206,284185,-0.013100436681222708,0,1,1,0,0,0,0,0,0
1007CEA7AC1F3681EAC5106D68,2,-56.0,-55.5,-55.75,1581427698904057,1581427699001759,97702,-0.004484304932735426,0,2,0,0,0,0,0,0,0
3005FB63AC1F3681EC88145A33,2,-56.0,-56.0,-56.0,1581414580510879,1581414580565921,55042,-0.0,2,0,0,0,0,0,0,0,0
E2806890000000001834499424,3,-68.5,-66.5,-67.66666666666667,1581420375426863,1581420375778041,351178,-0.012559161363529027,0,3,0,0,0,0,0,0,0
